,challenge_ID,programming_language,challenge_series_ID,total_submissions,publish_date,author_ID,author_gender,author_org_ID,category_id
2471,CI25949,1,SI2612,59.0,29-01-2008,AI565327,M,AOI100169,50.0
2472,CI25950,1,SI2612,195.0,29-01-2008,AI563812,M,AOI100171,
2473,CI25951,1,SI2612,71.0,29-01-2008,AI563929,M,AOI100196,
2474,CI25952,1,SI2612,22.0,29-01-2008,AI565328,M,AOI100001,
2475,CI25953,1,SI2612,132.0,29-01-2008,AI563703,M,AOI100096,
2476,CI25954,1,SI2612,48.0,29-01-2008,AI563958,M,AOI100255,
2477,CI25955,1,SI2612,62.0,29-01-2008,AI565329,M,AOI100116,26.0
2478,CI25956,1,SI2612,73.0,29-01-2008,AI564899,M,AOI100011,39.0
2479,CI25957,1,SI2612,65.0,29-01-2008,AI565330,M,AOI100011,
2480,CI25958,1,SI2602,335.0,11-10-2007,AI565331,M,AOI100997,97.0
2481,CI25959,1,SI2602,71.0,11-10-2007,AI565332,M,AOI100998,97.0
2482,CI25960,1,SI2602,236.0,11-10-2007,AI565333,F,AOI100999,97.0
2483,CI25961,1,SI2602,482.0,11-10-2007,AI565334,M,AOI101000,180.0
2485,CI25963,1,SI2602,560.0,11-10-2007,AI565336,M,AOI100397,175.0
2486,CI25964,1,SI2602,357.0,11-10-2007,AI565337,F,AOI100397,97.0
2487,CI25965,1,SI2602,287.0,11-10-2007,AI565338,F,AOI100397,97.0
2488,CI25966,1,SI2602,340.0,11-10-2007,AI565339,M,AOI100066,97.0
2489,CI25967,1,SI2602,145.0,11-10-2007,AI565340,M,AOI100999,97.0
2491,CI25969,1,SI2602,109.0,11-10-2007,AI565342,F,AOI101001,97.0
2492,CI25970,1,SI2602,106.0,11-10-2007,AI565343,M,AOI100916,97.0
2493,CI25971,1,SI2602,68.0,11-10-2007,AI565344,M,AOI100397,175.0
2494,CI25972,1,SI2602,273.0,12-10-2007,AI565345,M,AOI100916,97.0
2495,CI25973,1,SI2602,280.0,12-10-2007,AI565346,M,AOI100397,97.0
2496,CI25974,1,SI2602,113.0,12-10-2007,AI565347,M,AOI100999,97.0
2498,CI25976,1,SI2602,151.0,12-10-2007,AI565349,F,AOI100998,173.0
2499,CI25977,1,SI2602,130.0,12-10-2007,AI565350,F,AOI100998,97.0
2500,CI25978,1,SI2602,47.0,12-10-2007,AI565351,M,AOI100998,97.0
2501,CI25979,1,SI2602,84.0,12-10-2007,AI565352,M,AOI100998,97.0
2502,CI25980,1,SI2602,490.0,12-10-2007,AI565353,F,AOI101002,174.0
2503,CI25981,1,SI2602,79.0,12-10-2007,AI565354,M,AOI100541,97.0
2504,CI25982,1,SI2613,109.0,11-02-2008,AI564998,F,AOI100800,
2505,CI25983,1,SI2613,464.0,11-02-2008,AI563836,M,AOI100184,
2506,CI25984,1,SI2613,269.0,11-02-2008,AI565355,M,AOI101003,
2507,CI25985,1,SI2613,170.0,11-02-2008,AI565356,M,AOI100632,
2508,CI25986,1,SI2613,208.0,11-02-2008,AI565357,M,AOI100046,81.0
2509,CI25987,1,SI2613,525.0,11-02-2008,AI565358,M,AOI100242,
2510,CI25988,1,SI2613,410.0,11-02-2008,AI565359,M,AOI100093,
2511,CI25989,1,SI2613,276.0,11-02-2008,AI565360,M,AOI100093,
2512,CI25990,1,SI2613,73.0,11-02-2008,AI565361,F,AOI100138,
2513,CI25991,1,SI2613,134.0,11-02-2008,AI565362,M,AOI101004,
2514,CI25992,1,SI2613,114.0,12-02-2008,AI565363,M,AOI100272,
2515,CI25993,1,SI2613,352.0,12-02-2008,AI565364,M,AOI101005,132.0
2516,CI25994,1,SI2613,185.0,12-02-2008,AI565365,M,AOI101006,
2517,CI25995,1,SI2613,183.0,12-02-2008,AI565366,M,AOI100196,
2518,CI25996,1,SI2613,311.0,12-02-2008,AI565367,M,AOI100046,
2519,CI25997,1,SI2613,201.0,12-02-2008,AI565368,M,AOI101007,
2520,CI25998,1,SI2606,529.0,04-02-2008,AI565369,M,AOI101008,29.0
2521,CI25999,1,SI2613,542.0,11-02-2008,AI565370,M,AOI101009,
2522,CI26000,1,SI2613,256.0,12-02-2008,AI565371,M,AOI100108,132.0
2523,CI26001,1,SI2613,225.0,12-02-2008,AI565372,M,AOI100395,50.0
2524,CI26002,1,SI2614,44.0,08-02-2008,AI565373,F,AOI100026,
2526,CI26004,1,SI2614,93.0,08-02-2008,AI565374,F,AOI101010,
2527,CI26005,1,SI2614,39.0,08-02-2008,AI563780,F,AOI100001,
2529,CI26007,1,SI2616,111.0,22-01-2008,AI565375,F,AOI100130,54.0
2530,CI26008,1,SI2616,79.0,22-01-2008,AI564205,M,AOI100384,54.0
2531,CI26009,1,SI2616,188.0,22-01-2008,AI565376,M,AOI100011,53.0
2532,CI26010,1,SI2615,167.0,11-02-2008,AI565377,M,AOI101011,156.0
2533,CI26011,1,SI2615,76.0,11-02-2008,AI565377,M,AOI101011,156.0
2534,CI26012,1,SI2615,36.0,11-02-2008,AI565378,M,AOI100358,156.0
2535,CI26013,1,SI2615,41.0,11-02-2008,AI564168,M,AOI100354,156.0
2536,CI26014,1,SI2615,38.0,11-02-2008,AI565379,F,AOI101012,156.0
2537,CI26015,1,SI2615,97.0,12-02-2008,AI565380,M,AOI101013,156.0
2538,CI26016,1,SI2615,83.0,12-02-2008,AI565379,F,AOI101012,156.0
2539,CI26017,1,SI2615,104.0,12-02-2008,AI565381,M,AOI101014,156.0
2540,CI26018,1,SI2615,44.0,12-02-2008,AI565382,M,AOI101015,156.0
2541,CI26019,1,SI2615,145.0,12-02-2008,AI565383,M,AOI101016,156.0
2542,CI26020,1,SI2615,64.0,12-02-2008,AI563576,M,AOI100001,156.0
2543,CI26021,1,SI2615,66.0,12-02-2008,AI564168,M,AOI100354,156.0
2544,CI26022,1,SI2615,39.0,13-02-2008,AI565384,M,AOI101017,156.0
2545,CI26023,1,SI2606,430.0,11-02-2008,AI565385,M,AOI100655,124.0
2546,CI26024,1,SI2617,237.0,20-12-2007,AI565386,M,AOI100018,
2547,CI26025,1,SI2617,52.0,20-12-2007,AI565387,M,AOI100018,
2548,CI26026,1,SI2617,51.0,20-12-2007,AI565388,M,AOI100378,
2549,CI26027,1,SI2618,364.0,14-12-2007,AI565389,M,AOI101018,151.0
2550,CI26028,1,SI2618,709.0,21-12-2007,AI565389,M,AOI101018,151.0
2551,CI26029,1,SI2619,225.0,09-09-2007,AI565390,M,AOI100505,99.0
2552,CI26030,1,SI2619,1227.0,09-09-2007,AI565391,M,AOI101019,99.0
2553,CI26031,1,SI2620,276.0,03-09-2007,AI565392,F,AOI100411,165.0
2554,CI26032,1,SI2620,276.0,04-09-2007,AI565393,F,AOI101020,165.0
2555,CI26033,1,SI2607,133.0,08-12-2007,AI563917,M,AOI100022,
2557,CI26035,1,SI2607,186.0,08-12-2007,AI563922,M,AOI100232,
2558,CI26036,1,SI2607,1154.0,08-12-2007,AI565394,M,AOI100249,
2559,CI26037,1,SI2607,121.0,08-12-2007,AI565395,M,AOI100268,
2560,CI26038,1,SI2621,552.0,28-09-2007,AI565396,M,AOI101021,98.0
2561,CI26039,1,SI2607,182.0,08-12-2007,AI563922,M,AOI100232,
2562,CI26040,1,SI2607,32.0,08-12-2007,AI565397,M,AOI100315,
2563,CI26041,1,SI2606,328.0,18-02-2008,AI565398,M,AOI100063,29.0
2564,CI26042,1,SI2622,33.0,29-11-2007,AI564337,M,AOI100447,
2565,CI26043,1,SI2622,41.0,29-11-2007,AI564259,M,AOI100409,
2566,CI26044,1,SI2622,250.0,29-11-2007,AI564340,M,AOI100348,
2567,CI26045,1,SI2622,33.0,29-11-2007,AI564259,M,AOI100409,
2568,CI26046,1,SI2622,35.0,29-11-2007,AI565399,M,AOI100013,
2569,CI26047,1,SI2622,55.0,30-11-2007,AI564156,M,AOI100013,
2570,CI26048,1,SI2622,27.0,30-11-2007,AI565400,M,AOI101022,
2571,CI26049,1,SI2623,330.0,03-03-2008,AI563781,M,AOI100147,29.0
2572,CI26050,1,SI2623,2302.0,03-03-2008,AI563781,M,AOI100147,45.0
2573,CI26051,1,SI2623,4787.0,03-03-2008,AI563691,M,AOI100086,30.0
2574,CI26052,1,SI2623,10560.0,04-03-2008,AI565401,M,AOI100678,29.0
2575,CI26053,1,SI2623,537.0,04-03-2008,AI563723,M,AOI100107,49.0
2576,CI26054,1,SI2623,1076.0,06-03-2008,AI563960,M,AOI100256,37.0
2577,CI26055,1,SI2623,754.0,10-03-2008,AI563781,M,AOI100147,29.0
2578,CI26056,1,SI2623,631.0,10-03-2008,AI563965,M,AOI100112,61.0
2579,CI26057,1,SI2623,434.0,11-03-2008,AI565402,M,AOI101023,29.0
2580,CI26058,1,SI2623,1924.0,12-03-2008,AI565403,M,AOI100063,81.0
2581,CI26059,1,SI2624,2732.0,18-10-2007,AI565404,M,AOI100958,29.0
2582,CI26060,1,SI2624,2384.0,25-10-2007,AI565405,M,AOI100901,29.0
2583,CI26061,1,SI2544,76.0,26-06-2007,AI565406,M,AOI100216,71.0
2584,CI26062,1,SI2544,158.0,26-06-2007,AI565407,M,AOI100675,71.0
2585,CI26063,1,SI2544,192.0,30-06-2007,AI565408,M,AOI100619,71.0
2586,CI26064,1,SI2544,48.0,27-06-2007,AI564652,M,AOI100618,71.0
2587,CI26065,1,SI2544,42.0,26-06-2007,AI565409,M,AOI101024,71.0
2588,CI26066,1,SI2544,47.0,28-06-2007,AI565410,M,AOI101025,71.0
2589,CI26067,1,SI2544,915.0,27-06-2007,AI565411,M,AOI100349,26.0
2590,CI26068,1,SI2544,70.0,26-06-2007,AI565412,M,AOI101026,71.0
2591,CI26069,1,SI2544,55.0,28-06-2007,AI565413,M,AOI101027,71.0
2592,CI26070,1,SI2544,54.0,26-06-2007,AI565414,M,AOI101028,71.0
2593,CI26071,1,SI2709,464.0,01-10-2004,AI565415,M,,71.0
2594,CI26072,1,SI2625,490.0,04-03-2008,AI565416,F,AOI101029,68.0
2595,CI26073,1,SI2625,323.0,04-03-2008,AI565417,M,AOI101030,68.0
2596,CI26074,1,SI2625,225.0,04-03-2008,AI565418,F,AOI101029,68.0
2597,CI26075,1,SI2625,62.0,04-03-2008,AI565419,M,AOI101031,
2598,CI26076,1,SI2626,331.0,11-03-2008,AI565420,M,AOI100314,39.0
2599,CI26077,1,SI2626,600.0,11-03-2008,AI563576,M,AOI100001,39.0
2600,CI26078,1,SI2626,70.0,11-03-2008,AI565165,M,AOI100912,39.0
2601,CI26079,1,SI2627,89.0,12-03-2008,AI565421,F,AOI101032,26.0
2602,CI26080,1,SI2627,111.0,12-03-2008,AI565422,M,AOI101033,26.0
2604,CI26082,1,SI2627,28.0,10-03-2008,AI565424,M,AOI101035,26.0
2605,CI26083,1,SI2627,253.0,12-03-2008,AI565425,F,AOI101036,218.0
2606,CI26084,1,SI2627,35.0,10-03-2008,AI565426,M,AOI101037,26.0
2607,CI26085,1,SI2627,17.0,12-03-2008,AI565427,M,AOI101038,26.0
2608,CI26086,1,SI2627,102.0,11-03-2008,AI565428,M,AOI101039,26.0
2609,CI26087,1,SI2627,229.0,12-03-2008,AI565429,M,AOI101040,26.0
2610,CI26088,1,SI2627,20.0,10-03-2008,AI563596,M,AOI100011,26.0
2612,CI26090,1,SI2627,18.0,10-03-2008,AI565311,M,AOI100014,26.0
2613,CI26091,1,SI2627,37.0,10-03-2008,AI565431,M,AOI100915,26.0
2614,CI26092,1,SI2627,44.0,11-03-2008,AI565432,M,AOI101042,26.0
2615,CI26093,1,SI2627,124.0,12-03-2008,AI565433,M,AOI101043,71.0
2616,CI26094,1,SI2627,219.0,12-03-2008,AI565434,M,AOI101044,26.0
2617,CI26095,1,SI2627,28.0,11-03-2008,AI565435,M,AOI101045,26.0
2618,CI26096,1,SI2627,522.0,11-03-2008,AI565436,M,AOI101041,220.0
2619,CI26097,1,SI2627,10.0,11-03-2008,AI565437,F,AOI101046,26.0
2620,CI26098,1,SI2627,126.0,10-03-2008,AI565438,M,AOI101047,26.0
2621,CI26099,1,SI2627,100.0,11-03-2008,AI565438,M,AOI101047,26.0
2622,CI26100,1,SI2440,340.0,28-03-2008,AI565439,M,AOI101048,24.0
2623,CI26101,1,SI2440,28.0,28-03-2008,AI564275,M,AOI100013,
2624,CI26102,1,SI2628,52.0,31-03-2008,AI565440,F,AOI101049,102.0
2625,CI26103,1,SI2628,35.0,31-03-2008,AI565441,M,AOI101050,102.0
2626,CI26104,1,SI2628,88.0,31-03-2008,AI565442,M,AOI101051,102.0
2627,CI26105,1,SI2628,31.0,31-03-2008,AI565443,M,AOI101052,102.0
2628,CI26106,1,SI2628,22.0,31-03-2008,AI565444,M,AOI101053,102.0
2629,CI26107,1,SI2628,28.0,31-03-2008,AI565003,M,AOI100804,102.0
2630,CI26108,1,SI2628,21.0,31-03-2008,AI565445,M,AOI101054,102.0
2631,CI26109,1,SI2628,13.0,31-03-2008,,,,102.0
2632,CI26110,1,SI2628,96.0,31-03-2008,AI565446,F,AOI101055,102.0
2633,CI26111,1,SI2628,110.0,31-03-2008,AI565447,M,AOI101056,102.0
2634,CI26112,1,SI2628,180.0,31-03-2008,AI565448,M,AOI101057,102.0
2635,CI26113,1,SI2628,65.0,31-03-2008,AI565449,M,AOI101058,102.0
2636,CI26114,1,SI2628,89.0,31-03-2008,AI565450,M,AOI101059,102.0
2637,CI26115,1,SI2628,74.0,31-03-2008,AI565451,M,AOI100229,102.0
2638,CI26116,1,SI2628,103.0,31-03-2008,AI565452,M,AOI100393,102.0
2639,CI26117,1,SI2628,159.0,31-03-2008,AI565453,M,AOI101060,102.0
2640,CI26118,1,SI2628,28.0,31-03-2008,AI565439,M,AOI101048,102.0
2641,CI26119,1,SI2628,62.0,31-03-2008,AI565454,M,AOI100358,102.0
2642,CI26120,1,SI2628,12.0,31-03-2008,,,,102.0
2643,CI26121,1,SI2628,84.0,31-03-2008,AI565455,M,AOI101061,102.0
2644,CI26122,1,SI2628,57.0,31-03-2008,AI565456,F,AOI101062,102.0
2645,CI26123,1,SI2628,27.0,31-03-2008,AI565457,M,AOI101063,102.0
2646,CI26124,2,SI2608,84.0,29-03-2008,AI563576,M,AOI100001,
2647,CI26125,2,SI2608,65.0,29-03-2008,AI564275,M,AOI100013,
2648,CI26126,2,SI2608,200.0,29-03-2008,AI564510,M,AOI100543,
2649,CI26127,2,SI2608,74.0,29-03-2008,AI563613,M,AOI100001,
2650,CI26128,2,SI2608,59.0,29-03-2008,,,,
2651,CI26129,1,SI2606,634.0,03-03-2008,AI565458,M,AOI100934,29.0
2652,CI26130,1,SI2629,86.0,26-03-2008,AI563734,M,AOI100114,219.0
2653,CI26131,1,SI2629,199.0,26-03-2008,AI565459,M,AOI100114,219.0
2654,CI26132,1,SI2629,114.0,26-03-2008,AI564455,M,AOI100518,32.0
2655,CI26133,1,SI2629,347.0,26-03-2008,AI565460,F,AOI100691,46.0
2656,CI26134,1,SI2629,83.0,26-03-2008,AI565461,F,AOI100417,219.0
2657,CI26135,1,SI2629,308.0,26-03-2008,AI564942,M,AOI100766,46.0
2658,CI26136,1,SI2629,187.0,26-03-2008,AI563778,F,AOI100145,219.0
2659,CI26137,1,SI2629,271.0,26-03-2008,AI565462,M,AOI100691,32.0
2660,CI26138,1,SI2629,163.0,27-03-2008,AI565463,M,,219.0
2661,CI26139,1,SI2629,358.0,27-03-2008,AI564805,M,AOI100691,219.0
2662,CI26140,1,SI2629,245.0,27-03-2008,AI565464,M,AOI100085,219.0
2663,CI26141,1,SI2629,185.0,27-03-2008,AI565465,M,AOI100091,219.0
2664,CI26142,1,SI2629,227.0,27-03-2008,AI564780,M,AOI100194,31.0
2665,CI26143,1,SI2631,59.0,22-04-2008,AI565466,M,AOI100358,156.0
2666,CI26144,1,SI2631,47.0,22-04-2008,AI565467,M,AOI101064,156.0
2667,CI26154,1,SI2634,1904.0,08-09-1999,AI565468,M,AOI100201,69.0
2668,CI26155,1,SI2634,6968.0,08-09-1999,AI565468,M,AOI100201,69.0
2669,CI26156,1,SI2634,4566.0,10-09-1999,AI565468,M,AOI100201,69.0
2670,CI26157,1,SI2634,3962.0,13-09-1999,AI565468,M,AOI100201,69.0
2671,CI26158,1,SI2634,2735.0,15-09-1999,AI565468,M,AOI100201,69.0
2672,CI26159,1,SI2634,1962.0,17-09-1999,AI565468,M,AOI100201,69.0
2673,CI26160,1,SI2634,2550.0,20-09-1999,AI565468,M,AOI100201,69.0
2674,CI26161,1,SI2634,1620.0,22-09-1999,AI565468,M,AOI100201,69.0
2675,CI26162,1,SI2634,1818.0,24-09-1999,AI565468,M,AOI100201,69.0
2676,CI26163,1,SI2634,624.0,27-09-1999,AI565468,M,AOI100201,69.0
2677,CI26164,1,SI2634,3773.0,01-10-1999,AI565468,M,AOI100201,69.0
2678,CI26165,1,SI2634,5516.0,04-10-1999,AI565468,M,AOI100201,69.0
2679,CI26166,1,SI2634,1096.0,06-10-1999,AI565468,M,AOI100201,69.0
2680,CI26167,1,SI2634,773.0,08-10-1999,AI565468,M,AOI100201,69.0
2681,CI26168,1,SI2634,753.0,13-10-1999,AI565468,M,AOI100201,69.0
2682,CI26169,1,SI2634,2413.0,15-10-1999,AI565468,M,AOI100201,69.0
2683,CI26170,1,SI2634,1258.0,18-10-1999,AI565468,M,AOI100201,69.0
2684,CI26171,1,SI2634,1313.0,20-10-1999,AI565468,M,AOI100201,69.0
2685,CI26172,1,SI2634,417.0,22-10-1999,AI565468,M,AOI100201,69.0
2686,CI26173,1,SI2634,3956.0,27-10-1999,AI565468,M,AOI100201,69.0
2687,CI26174,1,SI2634,2033.0,29-10-1999,AI565468,M,AOI100201,69.0
2688,CI26175,1,SI2634,719.0,01-11-1999,AI565468,M,AOI100201,69.0
2689,CI26176,1,SI2635,3729.0,05-02-2003,AI565469,M,AOI100565,36.0
2690,CI26177,1,SI2635,947.0,07-02-2003,AI565469,M,AOI100565,36.0
2691,CI26178,1,SI2635,858.0,10-02-2003,AI565469,M,AOI100565,36.0
2692,CI26179,1,SI2635,545.0,12-02-2003,AI565469,M,AOI100565,36.0
2693,CI26180,1,SI2635,349.0,14-02-2003,AI565469,M,AOI100565,36.0
2694,CI26181,1,SI2635,680.0,19-02-2003,AI565469,M,AOI100565,36.0
2695,CI26182,1,SI2635,269.0,21-02-2003,AI565469,M,AOI100565,36.0
2696,CI26183,1,SI2635,201.0,24-02-2003,AI565469,M,AOI100565,36.0
2697,CI26184,1,SI2635,560.0,28-02-2003,AI565469,M,AOI100565,36.0
2698,CI26185,1,SI2635,237.0,03-03-2003,AI565469,M,AOI100565,36.0
2699,CI26186,1,SI2635,270.0,05-03-2003,AI565469,M,AOI100565,36.0
2700,CI26187,1,SI2635,183.0,07-03-2003,AI565469,M,AOI100565,36.0
2701,CI26188,1,SI2635,176.0,10-03-2003,AI565469,M,AOI100565,36.0
2702,CI26189,1,SI2635,118.0,12-03-2003,AI565469,M,AOI100565,36.0
2703,CI26190,1,SI2635,1594.0,14-03-2003,AI565469,M,AOI100565,36.0
2704,CI26191,1,SI2635,267.0,17-03-2003,AI565469,M,AOI100565,36.0
2705,CI26192,1,SI2635,249.0,19-03-2003,AI565469,M,AOI100565,36.0
2706,CI26193,1,SI2635,1149.0,31-03-2003,AI565469,M,AOI100565,36.0
2707,CI26194,1,SI2635,837.0,02-04-2003,AI565469,M,AOI100565,36.0
2708,CI26195,1,SI2635,835.0,07-04-2003,AI565469,M,AOI100565,36.0
2709,CI26196,1,SI2635,421.0,09-04-2003,AI565469,M,AOI100565,36.0
2710,CI26197,1,SI2635,615.0,11-04-2003,AI565469,M,AOI100565,36.0
2711,CI26198,1,SI2635,193.0,14-04-2003,AI565469,M,AOI100565,36.0
2712,CI26199,1,SI2635,478.0,16-04-2003,AI565469,M,AOI100565,36.0
2713,CI26200,1,SI2635,268.0,18-04-2003,AI565469,M,AOI100565,36.0
2714,CI26201,1,SI2635,126.0,23-04-2003,AI565469,M,AOI100565,36.0
2715,CI26202,1,SI2635,278.0,25-04-2003,AI565469,M,AOI100565,36.0
2716,CI26203,1,SI2635,139.0,28-04-2003,AI565469,M,AOI100565,36.0
2717,CI26204,1,SI2635,113.0,28-04-2003,AI565469,M,AOI100565,36.0
2718,CI26205,1,SI2635,272.0,05-05-2003,AI565469,M,AOI100565,36.0
2719,CI26206,1,SI2635,243.0,07-05-2003,AI565469,M,AOI100565,36.0
2720,CI26207,1,SI2635,235.0,09-05-2003,AI565469,M,AOI100565,36.0
2721,CI26208,1,SI2634,1552.0,03-11-1999,AI565468,M,AOI100201,69.0
2722,CI26209,1,SI2634,1197.0,05-11-1999,AI565468,M,AOI100201,69.0
2723,CI26210,1,SI2634,1642.0,08-11-1999,AI565468,M,AOI100201,69.0
2724,CI26211,1,SI2634,741.0,10-11-1999,AI565468,M,AOI100201,69.0
2725,CI26212,1,SI2634,1641.0,12-11-1999,AI565468,M,AOI100201,69.0
2726,CI26213,1,SI2634,3901.0,15-11-1999,AI565468,M,AOI100201,69.0
2727,CI26214,1,SI2634,2194.0,17-11-1999,AI565468,M,AOI100201,69.0
2728,CI26215,1,SI2634,414.0,19-11-1999,AI565468,M,AOI100201,69.0
2729,CI26216,1,SI2634,1211.0,24-11-1999,AI565468,M,AOI100201,69.0
2730,CI26217,1,SI2634,1206.0,29-11-1999,AI565468,M,AOI100201,69.0
2731,CI26218,1,SI2634,1223.0,01-12-1999,AI565468,M,AOI100201,69.0
2732,CI26219,1,SI2634,2193.0,03-12-1999,AI565468,M,AOI100201,69.0
2733,CI26220,1,SI2634,2482.0,06-12-1999,AI565468,M,AOI100201,69.0
2734,CI26221,1,SI2634,1119.0,08-12-1999,AI565468,M,AOI100201,69.0
2735,CI26222,1,SI2641,9.0,22-04-2008,AI565470,M,AOI101065,216.0
2736,CI26223,1,SI2641,73.0,22-04-2008,AI565471,M,AOI101066,216.0
2737,CI26224,1,SI2641,51.0,22-04-2008,AI565472,M,AOI101067,216.0
2738,CI26225,1,SI2641,19.0,22-04-2008,AI565473,M,AOI101068,216.0
2739,CI26226,1,SI2641,31.0,22-04-2008,AI565474,M,AOI100541,214.0
2740,CI26227,1,SI2641,19.0,22-04-2008,AI564190,M,AOI100371,216.0
2741,CI26228,1,SI2642,7.0,23-04-2008,AI565475,M,AOI101069,163.0
2742,CI26229,1,SI2642,55.0,23-04-2008,AI565476,M,AOI101070,156.0
2743,CI26230,1,SI2642,22.0,23-04-2008,AI565477,M,AOI101071,163.0
2744,CI26231,1,SI2642,96.0,23-04-2008,AI565478,M,AOI100948,215.0
2745,CI26232,1,SI2642,70.0,23-04-2008,AI565479,M,AOI101072,187.0
2746,CI26233,1,SI2642,89.0,23-04-2008,AI565480,M,AOI101073,75.0
2747,CI26234,1,SI2642,112.0,23-04-2008,AI565481,M,AOI101074,215.0
2748,CI26235,1,SI2642,25.0,23-04-2008,AI565482,M,AOI101075,163.0
2749,CI26236,1,SI2642,85.0,23-04-2008,AI565483,M,AOI101076,214.0
2750,CI26237,1,SI2642,36.0,23-04-2008,AI565484,M,AOI101077,163.0
2751,CI26238,1,SI2642,47.0,23-04-2008,AI565485,M,AOI101066,216.0
2752,CI26239,1,SI2642,61.0,23-04-2008,AI565486,M,AOI101078,163.0
2753,CI26240,1,SI2642,11.0,23-04-2008,AI565487,M,,163.0
2754,CI26241,1,SI2642,145.0,23-04-2008,AI565488,M,,156.0
2755,CI26242,1,SI2636,22.0,28-11-2007,AI565489,M,AOI100494,
2756,CI26243,1,SI2636,74.0,28-11-2007,,,,
2757,CI26244,1,SI2636,643.0,28-11-2007,AI565489,M,AOI100494,
2758,CI26245,1,SI2636,51.0,28-11-2007,AI565490,M,AOI100494,
2759,CI26246,1,SI2636,29.0,28-11-2007,AI565491,F,AOI100565,
2760,CI26247,1,SI2634,1437.0,08-09-1999,AI565468,M,AOI100201,69.0
2761,CI26248,1,SI2634,2131.0,08-09-1999,AI565468,M,AOI100201,69.0
2762,CI26249,1,SI2623,1234.0,13-03-2008,AI564039,M,AOI100173,117.0
2763,CI26250,1,SI2623,312.0,14-03-2008,AI565492,M,AOI100210,29.0
2764,CI26251,1,SI2623,287.0,14-03-2008,AI563730,M,AOI100112,29.0
2765,CI26252,1,SI2446,111.0,05-07-2008,AI565493,M,AOI101079,
2766,CI26253,1,SI2447,101.0,14-03-2008,AI565494,M,AOI101080,
2767,CI26254,1,SI2447,300.0,15-05-2008,AI565495,M,AOI101081,63.0
2768,CI26255,1,SI2640,24.0,21-04-2008,AI565496,M,AOI101082,156.0
2769,CI26256,1,SI2640,330.0,21-04-2008,AI565497,F,AOI101044,187.0
2770,CI26257,1,SI2447,61.0,19-05-2008,AI565498,M,AOI101083,
2771,CI26258,1,SI2641,101.0,22-04-2008,AI565499,M,AOI101084,216.0
2772,CI26259,1,SI2641,113.0,22-04-2008,AI565500,M,AOI101085,75.0
2773,CI26260,1,SI2641,131.0,22-04-2008,AI565467,M,AOI101064,75.0
2774,CI26261,1,SI2641,18.0,22-04-2008,AI565501,M,AOI100358,216.0
2775,CI26262,1,SI2641,50.0,22-04-2008,AI565502,M,AOI101086,202.0
2776,CI26263,1,SI2641,109.0,22-04-2008,AI565503,M,AOI101087,216.0
2777,CI26264,1,SI2642,52.0,23-04-2008,AI565504,M,AOI100358,163.0
2778,CI26265,1,SI2642,21.0,23-04-2008,AI565505,F,AOI101088,163.0
2779,CI26266,1,SI2642,49.0,23-04-2008,AI565506,M,AOI101066,163.0
2780,CI26267,1,SI2642,78.0,24-04-2008,AI565507,M,AOI101089,216.0
2781,CI26268,1,SI2640,122.0,21-04-2008,AI565508,F,AOI101066,87.0
2782,CI26269,1,SI2640,104.0,21-04-2008,AI565509,M,AOI101090,163.0
2783,CI26270,1,SI2640,141.0,21-04-2008,AI565510,M,AOI101091,215.0
2785,CI26272,1,SI2641,51.0,22-04-2008,AI565512,M,AOI101005,163.0
2786,CI26273,1,SI2641,25.0,22-04-2008,AI565513,M,AOI100943,216.0
2788,CI26275,1,SI2641,56.0,22-04-2008,AI565515,M,AOI100102,216.0
2789,CI26276,1,SI2642,55.0,23-04-2008,AI565516,M,AOI101093,163.0
2790,CI26277,1,SI2642,38.0,23-04-2008,AI565517,M,AOI101094,163.0
2791,CI26278,1,SI2642,148.0,23-04-2008,AI565518,M,AOI101095,163.0
2792,CI26279,1,SI2642,72.0,24-04-2008,AI565519,M,AOI101096,163.0
2793,CI26280,1,SI2642,315.0,24-04-2008,AI565520,M,AOI101064,215.0
2795,CI26282,1,SI2640,84.0,21-04-2008,AI565522,M,AOI101097,156.0
2796,CI26283,1,SI2642,31.0,24-04-2008,AI565523,M,AOI101098,163.0
2797,CI26284,1,SI2642,15.0,24-04-2008,AI565524,M,AOI101099,163.0
2798,CI26285,1,SI2642,28.0,24-04-2008,AI565525,M,AOI101100,163.0
2799,CI26286,1,SI2632,668.0,30-03-2008,AI565526,F,AOI100868,128.0
2800,CI26287,1,SI2632,2376.0,30-03-2008,AI565527,F,AOI100173,190.0
2801,CI26288,1,SI2632,70.0,31-03-2008,AI565528,M,AOI101101,128.0
2802,CI26289,1,SI2632,441.0,31-03-2008,AI564349,M,AOI100063,128.0
2803,CI26290,1,SI2632,161.0,31-03-2008,AI563678,F,AOI100079,128.0
2804,CI26291,1,SI2632,645.0,31-03-2008,AI565529,F,AOI101102,128.0
2805,CI26292,1,SI2632,121.0,31-03-2008,AI565530,M,AOI100508,128.0
2806,CI26293,1,SI2632,147.0,31-03-2008,AI565531,M,AOI100204,128.0
2807,CI26294,1,SI2632,311.0,31-03-2008,AI565532,M,AOI101103,100.0
2808,CI26295,1,SI2632,70.0,31-03-2008,AI565531,M,AOI100204,128.0
2809,CI26296,1,SI2632,138.0,31-03-2008,AI565533,M,AOI101104,128.0
